"Conversions","TVSpend","Facebook","Affiliate","Xmas.flag","Weekday","SEM.nonbrand","SEM.brand","Date"
84.9612492442364,26327.332500968,481.128961921949,638.588769212365,0,5,718517.319044664,22006.6099315528,"3/20/2015"
102.539606237412,886.72240838164,564.521756731672,629.77536800236,0,6,816367.287215653,19593.3021895032,"3/21/2015"
171.655738126952,39523.6882260545,791.553537836764,819.854535255581,0,0,882588.480134214,30372.0792736575,"3/22/2015"
129.709690429643,83078.9594753999,774.608925761841,661.960103176581,0,1,786339.908479613,34438.6358142402,"3/23/2015"
147.00881286955,37141.5158040849,703.509105063044,652.870603851322,0,2,725686.818144363,29368.9905397628,"3/24/2015"
91.7391891174717,42534.9771795496,332.732083909912,588.965859683603,0,3,340875.800484062,18942.2345599461,"3/25/2015"
10.56501723947,21916.9610998331,64.4680346056819,7654.70689867262,0,4,0,12968.5799143651,"3/26/2015"
5.80974347479641,0,47.2034440129995,2873.15883286837,0,5,0,12312.5693737253,"3/27/2015"
7.13075943104923,5501.6835729925,38.1349161751568,1170.81615158168,0,6,0,8843.95172734372,"3/28/2015"
13.4695598400896,0,42.2406259734649,1186.89656501447,0,0,0,15027.4234548583,"3/29/2015"
6.91682256257627,0,34.2470640585758,1065.42949755639,0,1,0,14971.4728406,"3/30/2015"
7.01458431344945,0,51.1241886208998,931.286797099654,0,2,0,14312.3634419775,"3/31/2015"
107.171619771793,0,608.742333770613,724.943099634373,0,3,759092.587461117,26246.4461012678,"4/1/2015"
73.4654642763315,0,530.459382343502,463.046290361509,0,4,659422.497294907,24480.7174793445,"4/2/2015"
70.3058112857863,0,546.634852429479,506.549284616997,0,5,652571.904740391,25718.2191489361,"4/3/2015"
63.040783477365,0,458.773061192711,461.082457336318,0,6,611947.693433635,19399.839018991,"4/4/2015"
36.4444605416153,0,456.856934003998,711.679111029324,0,0,676169.526297405,22098.0913146993,"4/5/2015"
119.939151646453,0,663.719227894628,1021.39467163905,0,1,740091.696130682,28372.0692402614,"4/6/2015"
122.572848404688,0,648.858357770206,739.522942324216,0,2,781092.72941806,42533.7932608873,"4/7/2015"
109.849208269035,0,623.238334804215,602.447103345185,0,3,761764.851845185,37814.9792111199,"4/8/2015"
88.9988872692687,0,586.442409366835,573.826144839637,0,4,690792.889199123,36396.4976134098,"4/9/2015"
77.9562810902251,0,514.57235161406,450.378427294688,0,5,713316.201521407,31641.3241536222,"4/10/2015"
76.9706006060354,0,487.797201308422,421.859195378516,0,6,509277.369322806,25496.9895287883,"4/11/2015"
103.638868459873,0,606.468913862156,570.400042442093,0,0,707923.704344879,35160.8969855683,"4/12/2015"
116.917626428162,0,603.748964223196,627.153071954776,0,1,578405.508012237,36860.7091555223,"4/13/2015"
86.6477981530363,0,545.939888189011,549.328868144867,0,2,589256.05910571,30732.0733925337,"4/14/2015"
81.8195717579685,0,407.992241208907,426.902088445751,0,3,491872.44835489,25483.0738325748,"4/15/2015"
93.0575885837898,0,426.341682646517,452.601132905297,0,4,480671.436327097,26835.5387112997,"4/16/2015"
106.7893848676,0,454.567776857736,429.1182107392,0,5,467977.707304131,22618.7891125959,"4/17/2015"
67.4809822877869,0,311.559766238742,342.817696298938,0,6,351453.821097812,17091.6604608742,"4/18/2015"
102.353419447318,0,400.280766011798,454.698283686047,0,0,536299.446454325,23020.2706046699,"4/19/2015"
107.516674234718,0,518.712016612524,549.738702133764,0,1,435436.843285082,33478.5725547443,"4/20/2015"
77.1994959971169,0,442.557350909337,582.483218437037,0,2,402435.456608496,31405.7815362764,"4/21/2015"
103.061014608038,0,525.607697887695,676.994075697847,0,3,453014.240884383,28293.1960919018,"4/22/2015"
85.5188778719865,0,490.258252372779,483.056340624229,0,4,448014.787107816,39317.9462668175,"4/23/2015"
76.5328417170793,0,412.482634298503,376.829007766303,0,5,371021.199905014,34651.611495905,"4/24/2015"
62.8514192816801,0,388.275762263127,403.971523305285,0,6,369151.593212051,40090.0383759536,"4/25/2015"
128.928565573599,0,584.766764112841,7229.6961868396,0,0,522827.800312443,44010.7438681837,"4/26/2015"
131.544495618436,0,592.743021634128,2765.46255609433,0,1,567344.830465691,43038.1293944574,"4/27/2015"
99.1308686207049,0,615.086353583029,1303.38731001697,0,2,498923.938089826,45613.0813582595,"4/28/2015"
112.74688099348,0,496.51208684009,807.289447531383,0,3,536014.690565761,39024.7647237819,"4/29/2015"
86.7917983161285,0,522.135881492496,606.518152403319,0,4,429500.647380371,35345.4193655683,"4/30/2015"
87.5035846803803,0,507.179083159333,664.134889970347,0,5,477186.008558324,38304.2418684777,"5/1/2015"
65.5401744080242,0,380.585983460792,468.652406266099,0,6,363046.892978408,36094.0670927332,"5/2/2015"
135.166321102506,0,635.67782238028,712.599983554892,0,0,588336.671302216,43947.5927556391,"5/3/2015"
128.176000870671,0,556.134358093701,654.127568071196,0,1,547576.557360712,54685.4436246029,"5/4/2015"
121.186405956373,0,601.359316155547,601.265951061761,0,2,685619.588830151,47459.7374704156,"5/5/2015"
113.816408183426,0,531.693179355934,905.907373143942,0,3,586057.328368296,52239.2681847885,"5/6/2015"
108.899630474858,0,476.664535363088,869.976783247967,0,4,542672.050331112,43338.1964679493,"5/7/2015"
67.4107891523279,0,380.96527295541,606.061943669105,0,5,451772.569596724,42461.3053574428,"5/8/2015"
64.7993894666433,0,341.507712177187,505.607886277605,0,6,364402.116295211,37033.4133103909,"5/9/2015"
106.938862580969,0,412.56708931094,596.258889663965,0,0,465722.998566438,35263.4634569866,"5/10/2015"
89.4033274417743,0,532.259232949652,588.61115481758,0,1,564759.198417134,43273.3483729008,"5/11/2015"
105.85636586342,0,642.682215820113,567.9037342472,0,2,677208.626819704,43574.5665594051,"5/12/2015"
80.4278811980039,48223.7905876004,574.524642620701,413.825082855206,0,3,580911.420039717,38140.7558649234,"5/13/2015"
80.1012081249151,35422.7302470192,538.950712584658,444.154340970144,0,4,558005.485863976,36320.5964420797,"5/14/2015"
82.0712382453494,45423.3564504646,474.827408243297,444.223851976357,0,5,467465.026501303,45006.9638589486,"5/15/2015"
60.4693108577747,8278.61531681805,497.846333333151,459.834860397037,0,6,460383.89105086,45478.2782025486,"5/16/2015"
116.083070623688,8131.11694130157,740.959572390444,628.463653240632,0,0,705052.214663396,47944.580612105,"5/17/2015"
116.714575504884,1220.84968399408,653.602397631109,597.846660192497,0,1,614729.846259798,69111.2063905108,"5/18/2015"
122.883934270428,19731.3917838959,711.004892146913,630.610067113955,0,2,654887.939787177,53461.7598853849,"5/19/2015"
143.780492852908,6279.29568497851,707.36492778915,648.463705577049,0,3,687814.1423308,54572.4677343905,"5/20/2015"
123.548103104299,14987.68035729,633.267427453888,568.596801623935,0,4,649432.183074745,53302.7520497959,"5/21/2015"
86.1151626206934,64169.3710841797,497.936861640308,512.59578465512,0,5,628969.215827405,48261.3006017967,"5/22/2015"
56.2349981012521,0,527.602965653641,423.489918083884,0,6,522392.467234988,46133.9977810181,"5/23/2015"
66.0537718887674,88413.3662048217,662.888742295559,439.227227060683,0,0,675354.836640125,33933.6827642214,"5/24/2015"
150.398818473192,91675.3378285503,1004.80954978871,6563.09497857594,0,1,921895.836099679,45678.7539721906,"5/25/2015"
141.809875584114,5101.75226148297,741.410310483165,2628.72683155939,0,2,859446.294458427,62676.3644651592,"5/26/2015"
158.280342234159,4430.63720362959,596.297393669281,1264.72453005016,0,3,739924.449183286,63324.1782974215,"5/27/2015"
111.066032397444,9712.15383292199,547.230628891056,919.237494627992,0,4,704757.873596904,63611.0035370875,"5/28/2015"
108.158903950453,61955.2403968494,498.714222333487,768.845270727994,0,5,618730.296808096,61731.4993353687,"5/29/2015"
88.59796803426,7164.1972834008,457.95182868978,525.85276785451,0,6,549104.930118895,46011.6510762901,"5/30/2015"
136.505813053739,40787.2074967667,681.877049223566,960.400038150768,0,0,690143.170461603,37735.0939548215,"5/31/2015"
144.936094481125,47194.5890059277,705.223351201368,693.161530378275,0,1,683747.181481626,63948.6348275594,"6/1/2015"
126.306540655252,24232.180896762,620.615911694476,673.797978483327,0,2,620399.806266595,60613.9637193792,"6/2/2015"
103.970139045035,28488.348343513,784.684208180453,476.01318981587,0,3,652633.740391205,52672.7332975215,"6/3/2015"
100.246211416321,17528.9506247455,879.784918817691,417.539620720269,0,4,629520.308784775,45773.2880980367,"6/4/2015"
71.2948039820418,9193.97833381836,598.62162884383,426.279973254702,0,5,513679.687347421,38817.1177259989,"6/5/2015"
63.7691039010882,0,574.937477106694,381.617758669518,0,6,451237.996357772,28066.5896275891,"6/6/2015"
99.2812900542049,12855.3137540166,776.623069508281,557.008292599814,0,0,588279.509817282,27049.147811532,"6/7/2015"
142.055776219815,3530.95690335045,795.452854891517,591.633074469119,0,1,706804.356778739,35170.2228977875,"6/8/2015"
124.178720805515,16851.8447568899,732.494560126495,652.84135091356,0,2,648514.136781612,31039.1478296175,"6/9/2015"
123.524912276864,6153.2223941349,652.125460609607,592.35248221322,0,3,676917.232314236,13521.3507738501,"6/10/2015"
92.7138330013957,0,539.472583063459,597.78005739837,0,4,483486.782058062,8406.81749010431,"6/11/2015"
67.111328163743,0,496.335289404262,472.517756198673,0,5,375018.546561335,6836.20074353646,"6/12/2015"
58.2146727587096,0,469.944754394121,384.216650342802,0,6,327911.704872557,5801.31529138915,"6/13/2015"
101.884982466814,11853.8203517664,660.457982509397,609.930937961861,0,0,435227.790970456,9092.40186349209,"6/14/2015"
137.980017053895,24881.0167701029,684.827887366945,662.385740400176,0,1,538623.984067009,12717.6451855263,"6/15/2015"
116.755339583196,34427.8735194085,767.496899825893,693.495926720835,0,2,518600.813236377,12400.1102746274,"6/16/2015"
92.3434645166621,23558.4057806911,660.623246442643,659.477720376034,0,3,528092.879471338,10419.9376897394,"6/17/2015"
98.6337785230484,25205.8505618986,702.265549719217,720.888646577299,0,4,533648.624114697,11116.5172651602,"6/18/2015"
82.7412404417992,1179.25410106923,523.583433523634,632.466183792241,0,5,426456.171631212,9345.98355334108,"6/19/2015"
52.1631213743705,0,416.153863871936,491.285796999,0,6,381786.909362828,7702.76688592054,"6/20/2015"
138.516881705448,24804.6170960191,644.503871277371,634.522633963916,0,0,522301.681223356,11391.5558740836,"6/21/2015"
148.697281267494,7258.82546718204,648.131136800861,663.55429820735,0,1,572072.522148492,12794.9029650044,"6/22/2015"
132.246375347022,12813.2934771308,682.824687610846,617.967250974197,0,2,604058.680747467,12512.1837390913,"6/23/2015"
86.1202390878461,2440.796275503,548.488161951117,580.427864850965,0,3,482544.726954064,11072.6855874131,"6/24/2015"
94.226000670623,0,491.701055032923,6881.37018334656,0,4,449156.722119212,12084.5553427669,"6/25/2015"
77.4920418117195,5580.29553787764,399.916707242932,2308.07835335601,0,5,400264.832076251,14283.7406367614,"6/26/2015"
71.5492372593377,3869.34708988515,390.510904726619,1126.47806863887,0,6,370802.535181113,9882.31075656693,"6/27/2015"
84.8778140187496,1710.17633540714,539.772092712857,1113.34139917046,0,0,450980.929023489,12386.0168192249,"6/28/2015"
141.738933908078,26961.9406590414,491.761542963563,1088.99600570994,0,1,495661.656291776,15206.4203589952,"6/29/2015"
127.379515300691,32289.656073975,488.918186349538,861.617621588241,0,2,489174.743590386,14269.97869395,"6/30/2015"
112.281665600371,16404.3288776359,503.563462678622,843.836151878,0,3,424422.623743502,13450.0144094914,"7/1/2015"
109.351642200002,11503.6908960543,504.817108619167,558.519866811112,0,4,452176.735641129,12739.8455270484,"7/2/2015"
74.2069655201398,4368.40483501728,482.694699984137,495.079466889659,0,5,381828.370902403,10199.8741507537,"7/3/2015"
61.3098243582062,37960.6009239768,427.075854762923,453.267506933538,0,6,296293.453517675,7312.94476057144,"7/4/2015"
115.784513056045,28066.7692182824,683.458168754354,1038.12181827854,0,0,514001.289324123,10604.682427278,"7/5/2015"
114.515070689097,24119.5801629563,679.451074712351,1103.99798866338,0,1,548436.109768203,12918.1142092362,"7/6/2015"
115.662087830808,27393.5631422904,804.812246017624,723.453809269611,0,2,657087.39981941,14303.6903970408,"7/7/2015"
114.156008518394,57104.3975829581,873.108280237508,851.92097382294,0,3,655974.468792994,14511.6773745567,"7/8/2015"
115.654646100011,37521.3722520675,850.976517351996,638.087311278423,0,4,573029.995268834,14411.126554099,"7/9/2015"
85.693706497224,45069.2531475476,562.09496690738,488.230517716007,0,5,434658.339994675,10656.9739000804,"7/10/2015"
54.6290916420054,37642.5847342722,464.426676276047,475.060263269162,0,6,308310.416473335,8139.49284230217,"7/11/2015"
125.553945482103,69654.49356739,823.258229988138,590.337087211502,0,0,536440.473170117,13948.1241424302,"7/12/2015"
136.686308776797,83787.1707090942,1007.10503924219,645.555370127689,0,1,704465.263654177,16075.6950984206,"7/13/2015"
111.028969436418,64740.6687645574,793.747044673213,597.678256029496,0,2,577290.883653395,16191.2678429397,"7/14/2015"
107.212394441944,77168.6831189203,695.976366231125,624.592434214102,0,3,482637.976217304,14771.4855374608,"7/15/2015"
83.0168254115619,64725.1422404224,670.487151874602,550.91137435548,0,4,474232.026701084,13504.3208662878,"7/16/2015"
91.5157996913418,46337.745679051,605.933735383442,547.727007212117,0,5,465255.424209169,11177.8251808053,"7/17/2015"
44.297714364063,46804.5904280513,556.641644749604,430.037143609487,0,6,408494.398193567,8840.95740374532,"7/18/2015"
121.215722923726,101638.779209173,1006.74374287208,552.936688730121,0,0,686137.658800552,14722.6572298609,"7/19/2015"
94.8596636817092,87051.4805187094,795.239919400215,560.007247664686,0,1,644195.099239958,15712.6392819241,"7/20/2015"
106.216161368461,74930.5659027779,693.888098431937,571.690158995916,0,2,588083.60773833,15696.8981502479,"7/21/2015"
86.9701353518292,78056.0305595787,779.242082830379,615.805144145642,0,3,592067.783920609,14727.7513248383,"7/22/2015"
88.9534911260707,54842.5277276731,661.560646403441,2483.78576688054,0,4,573830.568890454,12819.4161538927,"7/23/2015"
57.0511190204183,79750.5003808144,581.846842742432,1534.34793255851,0,5,512824.129848429,11316.5425332849,"7/24/2015"
60.8963466733694,41130.6080191811,550.82728684647,761.551419182844,0,6,453809.310812146,10116.3350361302,"7/25/2015"
96.7900154014584,157879.722292145,580.894899246469,606.032726214128,0,0,498544.143968634,13230.1704506167,"7/26/2015"
146.61590190134,99082.4478389525,794.233930808189,721.277885643882,0,1,640908.307726715,18199.3053132651,"7/27/2015"
125.750260721426,106082.829413036,703.059261640231,665.412939125137,0,2,635928.826475345,18884.0416210843,"7/28/2015"
123.807501988183,98589.9820903272,720.465749905957,561.443669469072,0,3,831440.068741494,17425.7615129029,"7/29/2015"
100.253222088329,77627.0465902524,853.703992784908,881.865117446403,0,4,747096.489359087,15799.4440011361,"7/30/2015"
90.4217122490518,60097.2496145268,742.027423418569,558.919521455141,0,5,750547.342042766,12224.4367397272,"7/31/2015"
40.467059517256,37320.2735748808,543.688411817746,368.971974759595,0,6,528596.26122132,9442.30819610488,"8/1/2015"
94.734908787068,131881.483416662,788.923975750501,767.495686004497,0,0,634010.792952695,12738.1234909618,"8/2/2015"
135.699402699945,63033.2445882075,922.649816532154,659.699098454276,0,1,802813.171707151,15030.1340333316,"8/3/2015"
118.630400454719,70380.0487679747,1109.73198328761,655.042177496851,0,2,875173.015866587,18065.3410560351,"8/4/2015"
95.1848935781047,63886.3300433238,816.249089451018,686.808172639459,0,3,766018.594465299,14224.4388926091,"8/5/2015"
85.5527055538259,55724.8469941456,858.491554188891,623.892711885786,0,4,790398.438110502,14072.2078014777,"8/6/2015"
52.0493783786427,30320.0238700663,996.711794762732,581.528281752113,0,5,764183.525303756,11256.0819787309,"8/7/2015"
44.8597343799192,43266.870256108,822.326027177507,547.004308957188,0,6,717335.980880957,10210.333651243,"8/8/2015"
90.4917938347906,81218.770734703,1198.8934361147,635.443094040267,0,0,1143698.27608233,15910.1251285935,"8/9/2015"
119.412957463833,82307.5999208769,1234.31834422459,677.704171564197,0,1,1136212.01254404,19625.759408381,"8/10/2015"
110.688934326405,131679.429001036,1043.89644282139,1031.05377556183,0,2,950224.714585775,19782.6769809195,"8/11/2015"
91.365887744166,61665.5335686952,1053.88427720047,714.979999476112,0,3,967810.229425225,17733.4588321983,"8/12/2015"
66.9195724471938,26539.9287787056,865.679006981198,581.273432848067,0,4,758775.352906085,16449.0503292739,"8/13/2015"
72.9690707166446,21035.7858233595,836.929220485501,566.037332867808,0,5,653109.278209678,13745.4675342481,"8/14/2015"
65.4174927026033,26513.6397145188,689.73710993249,558.329893725133,0,6,567696.356068806,11600.6077493356,"8/15/2015"
136.987240796909,235930.005488735,1242.12529537061,776.1884595179,0,0,946663.509292951,25120.2306630537,"8/16/2015"
142.027412064257,180788.720504193,1310.73068018162,1006.38766434416,0,1,932655.429424625,28598.9295801343,"8/17/2015"
144.696937526949,186954.637524876,1129.72022483347,783.771089725988,0,2,813670.274314367,25982.0306691229,"8/18/2015"
156.554191038338,186350.390492369,1099.17158906716,806.311874313816,0,3,766008.24665564,23418.2469836475,"8/19/2015"
90.9155623970553,121553.418713838,1061.68985146796,704.672638539551,0,4,803637.025088327,21071.0972579906,"8/20/2015"
62.9151785820723,105907.611286499,984.798890945269,833.881525820307,0,5,689760.217599571,15222.102917658,"8/21/2015"
52.1117671951652,129728.525416336,814.271007478749,493.265435917443,0,6,518027.274561667,11893.8473308249,"8/22/2015"
103.545287881116,269658.013618108,1179.90399969567,683.188805655856,0,0,767502.278778206,19894.1267627163,"8/23/2015"
137.530845115846,171628.756693802,1749.73348054877,882.763523481321,0,1,886589.252117182,24903.4376970957,"8/24/2015"
151.32837963067,196084.055632207,1542.70942849601,872.914596355241,0,2,941486.102100348,25766.3747017086,"8/25/2015"
91.8717912023887,206947.643286435,1408.54650262371,691.357408386655,0,3,822940.517478575,22141.477710714,"8/26/2015"
102.383994582156,127434.524795749,1139.28827911881,671.843170884624,0,4,852221.013750487,23542.4555203434,"8/27/2015"
93.9867510876618,108722.825183393,1410.93594098941,574.379945123009,0,5,736566.183188892,18832.8553147661,"8/28/2015"
44.7452890449669,189091.633467702,1082.28139300086,435.135731141036,0,6,584942.789877837,12900.4011593405,"8/29/2015"
101.581711963797,247876.390882923,1163.4667029893,706.8324575776,0,0,805027.161727983,22508.1441176991,"8/30/2015"
157.971934673376,230128.216440459,1475.04354325631,787.317422654992,0,1,854798.957697369,24222.9431798313,"8/31/2015"
162.459229556751,161230.178291034,1357.38484573229,1059.07462091153,0,2,848908.555447883,27026.5135725828,"9/1/2015"
168.389190975437,165424.847548499,1298.06674432438,999.025156917609,0,3,788825.088357338,26193.0183387312,"9/2/2015"
118.107143464638,114032.756089751,1260.90159670562,794.533058268204,0,4,742288.3377388,24588.7614902458,"9/3/2015"
93.1961623868439,117343.90792409,1106.74928371683,751.392198256217,0,5,686623.678237906,21213.1848188356,"9/4/2015"
